;0番台　処女など重要素質
1205,空中浮遊,
1206,小さな体躯,
1207,ホットスタート,
1208,フルバースト,
1209,祝福,
1210,不屈,
1211,スタミナ,
1212,不老長寿,
1213,叡智の冠,
1214,狩人の勘,
1215,心眼,
1216,人外の美貌,
1217,背徳の烙印,
1218,エアマスター,


